,HOUSEHOLD_ID,HOUSEHOLD_CLAIMED_FAMILY_SIZE,HOUSEHOLD_REGISTRATION_DATE,HOUSEHOLD_REGISTRATION_USER_ID,HOUSEHOLD_REFUGEE_STATUS,HOUSEHOLD_INACTIVE_REASON,LOCATION_ID,LOCATION_TYPE_ID,LOCATION_TYPE_DESC,ADMIN_AREA_ID
1,549576,1,2015-11-12,1950,RESIDENT,,102166,,,104691
2,549574,1,2015-11-12,1950,RESIDENT,,102166,,,104691
3,549572,1,2015-11-12,1950,RESIDENT,,102166,,,104691
4,549545,1,2015-11-12,1950,RESIDENT,,102166,,,104691
5,549544,1,2015-11-12,1950,RESIDENT,,102166,,,104691
6,549541,1,2015-11-12,1950,RESIDENT,,102166,,,104691
7,549539,1,2015-11-12,1950,RESIDENT,,102166,,,104691
8,549537,1,2015-11-12,1950,RESIDENT,,102166,,,104691
9,549535,1,2015-11-12,1950,RESIDENT,,102166,,,104691
10,728705,1,2015-12-13,1502,RESIDENT,,102166,,,104691
12,549529,1,2015-11-12,1950,RESIDENT,,102166,,,104691
13,549527,1,2015-11-12,1950,RESIDENT,,102166,,,104691
14,549525,1,2015-11-12,1950,RESIDENT,,102166,,,104691
15,549861,1,2015-11-12,1950,RESIDENT,,102166,,,104691
16,549578,1,2015-11-12,1950,RESIDENT,,102166,,,104691
17,549855,1,2015-11-12,1950,RESIDENT,,102166,,,104691
18,549857,1,2015-11-12,1950,RESIDENT,,102166,,,104691
19,549868,1,2015-11-12,1950,RESIDENT,,102166,,,104691
20,549870,1,2015-11-12,1950,RESIDENT,,102166,,,104691
21,549872,1,2015-11-12,1950,RESIDENT,,102166,,,104691
22,547088,1,2015-11-12,1950,RESIDENT,,102206,,,104745
23,547086,1,2015-11-12,1950,RESIDENT,,102206,,,104745
24,547084,1,2015-11-12,1950,RESIDENT,,102206,,,104745
25,547082,1,2015-11-12,1950,RESIDENT,,102206,,,104745
26,547049,1,2015-11-12,1950,RESIDENT,,102206,,,104745
28,547240,1,2015-11-12,1950,RESIDENT,,102206,,,104745
29,547265,1,2015-11-12,1950,RESIDENT,,102206,,,104745
30,547267,1,2015-11-12,1950,RESIDENT,,102206,,,104745
31,547268,1,2015-11-12,1950,RESIDENT,,102206,,,104745
32,547272,1,2015-11-12,1950,RESIDENT,,102206,,,104745
33,547278,1,2015-11-12,1950,RESIDENT,,102206,,,104745
34,547280,1,2015-11-12,1950,RESIDENT,,102206,,,104745
35,547282,1,2015-11-12,1950,RESIDENT,,102206,,,104745
36,547292,1,2015-11-12,1950,RESIDENT,,102206,,,104745
37,547339,1,2015-11-12,1950,RESIDENT,,102206,,,104745
38,547393,1,2015-11-12,1950,RESIDENT,,102206,,,104745
39,547443,1,2015-11-12,1950,RESIDENT,,102206,,,104745
40,547479,1,2015-11-12,1950,RESIDENT,,102206,,,104745
41,547270,1,2015-11-12,1950,RESIDENT,,102206,,,104745
42,547094,1,2015-11-12,1950,RESIDENT,,102206,,,104745
43,547092,1,2015-11-12,1950,RESIDENT,,102206,,,104745
44,547481,1,2015-11-12,1950,RESIDENT,,102206,,,104745
45,547355,1,2015-11-12,1950,RESIDENT,,102206,,,104745
46,547353,1,2015-11-12,1950,RESIDENT,,102206,,,104745
47,547347,1,2015-11-12,1950,RESIDENT,,102206,,,104745
48,547345,1,2015-11-12,1950,RESIDENT,,102206,,,104745
49,547343,1,2015-11-12,1950,RESIDENT,,102206,,,104745
50,547341,1,2015-11-12,1950,RESIDENT,,102206,,,104745
51,547276,1,2015-11-12,1950,RESIDENT,,102206,,,104745
52,547274,1,2015-11-12,1950,RESIDENT,,102206,,,104745
53,547090,1,2015-11-12,1950,RESIDENT,,102206,,,104745
54,728728,1,2015-12-13,1502,RESIDENT,,102206,,,104745
55,547041,1,2015-11-12,1950,RESIDENT,,102206,,,104745
56,547043,1,2015-11-12,1950,RESIDENT,,102206,,,104745
57,547045,1,2015-11-12,1950,RESIDENT,,102206,,,104745
58,547047,1,2015-11-12,1950,RESIDENT,,102206,,,104745
59,548776,1,2015-11-12,1950,RESIDENT,,102224,,,104746
60,548537,1,2015-11-12,1950,RESIDENT,,102224,,,104746
61,548780,1,2015-11-12,1950,RESIDENT,,102224,,,104746
62,548988,1,2015-11-12,1950,RESIDENT,,102224,,,104746
63,548778,1,2015-11-12,1950,RESIDENT,,102224,,,104746
64,548837,1,2015-11-12,1950,RESIDENT,,102224,,,104746
65,548897,1,2015-11-12,1950,RESIDENT,,102224,,,104746
66,548907,1,2015-11-12,1950,RESIDENT,,102224,,,104746
67,548909,1,2015-11-12,1950,RESIDENT,,102224,,,104746
68,548921,1,2015-11-12,1950,RESIDENT,,102224,,,104746
69,548991,1,2015-11-12,1950,RESIDENT,,102224,,,104746
70,548900,1,2015-11-12,1950,RESIDENT,,102224,,,104746
71,548899,1,2015-11-12,1950,RESIDENT,,102224,,,104746
72,548894,1,2015-11-12,1950,RESIDENT,,102224,,,104746
73,548535,1,2015-11-12,1950,RESIDENT,,102224,,,104746
74,548919,1,2015-11-12,1950,RESIDENT,,102224,,,104746
75,548774,1,2015-11-12,1950,RESIDENT,,102224,,,104746
76,548597,1,2015-11-12,1950,RESIDENT,,102224,,,104746
77,550150,1,2015-11-12,1950,RESIDENT,,102242,,,104722
78,550152,1,2015-11-12,1950,RESIDENT,,102242,,,104722
79,550154,1,2015-11-12,1950,RESIDENT,,102242,,,104722
80,550156,1,2015-11-12,1950,RESIDENT,,102242,,,104722
81,550401,1,2015-11-12,1950,RESIDENT,,102242,,,104722
82,550416,1,2015-11-12,1950,RESIDENT,,102242,,,104722
83,550420,1,2015-11-12,1950,RESIDENT,,102242,,,104722
84,550422,1,2015-11-12,1950,RESIDENT,,102242,,,104722
85,550424,1,2015-11-12,1950,RESIDENT,,102242,,,104722
86,550427,1,2015-11-12,1950,RESIDENT,,102242,,,104722
87,550429,1,2015-11-12,1950,RESIDENT,,102242,,,104722
88,550060,1,2015-11-12,1950,RESIDENT,,102242,,,104722
89,550058,1,2015-11-12,1950,RESIDENT,,102242,,,104722
90,550038,1,2015-11-12,1950,RESIDENT,,102242,,,104722
91,550036,1,2015-11-12,1950,RESIDENT,,102242,,,104722
92,550033,1,2015-11-12,1950,RESIDENT,,102242,,,104722
93,550032,1,2015-11-12,1950,RESIDENT,,102242,,,104722
94,550029,1,2015-11-12,1950,RESIDENT,,102242,,,104722
95,550027,1,2015-11-12,1950,RESIDENT,,102242,,,104722
96,550023,1,2015-11-12,1950,RESIDENT,,102242,,,104722
97,550021,1,2015-11-12,1950,RESIDENT,,102242,,,104722
98,550019,1,2015-11-12,1950,RESIDENT,,102242,,,104722
99,550160,1,2015-11-12,1950,RESIDENT,,102242,,,104722
100,550159,1,2015-11-12,1950,RESIDENT,,102242,,,104722
101,550148,1,2015-11-12,1950,RESIDENT,,102242,,,104722
102,550146,1,2015-11-12,1950,RESIDENT,,102242,,,104722
103,550144,1,2015-11-12,1950,RESIDENT,,102242,,,104722
104,550142,1,2015-11-12,1950,RESIDENT,,102242,,,104722
105,550140,1,2015-11-12,1950,RESIDENT,,102242,,,104722
106,550138,1,2015-11-12,1950,RESIDENT,,102242,,,104722
107,550136,1,2015-11-12,1950,RESIDENT,,102242,,,104722
108,550134,1,2015-11-12,1950,RESIDENT,,102242,,,104722
109,550132,1,2015-11-12,1950,RESIDENT,,102242,,,104722
110,550122,1,2015-11-12,1950,RESIDENT,,102242,,,104722
111,550120,1,2015-11-12,1950,RESIDENT,,102242,,,104722
112,550162,1,2015-11-12,1950,RESIDENT,,102242,,,104722
113,550164,1,2015-11-12,1950,RESIDENT,,102242,,,104722
114,550166,1,2015-11-12,1950,RESIDENT,,102242,,,104722
115,550168,1,2015-11-12,1950,RESIDENT,,102242,,,104722
116,550170,1,2015-11-12,1950,RESIDENT,,102242,,,104722
117,550399,1,2015-11-12,1950,RESIDENT,,102242,,,104722
118,550418,1,2015-11-12,1950,RESIDENT,,102242,,,104722
119,549993,1,2015-11-12,1950,RESIDENT,,102242,,,104722
120,550040,1,2015-11-12,1950,RESIDENT,,102242,,,104722
121,550481,1,2015-11-12,1950,RESIDENT,,102242,,,104722
122,550435,1,2015-11-12,1950,RESIDENT,,102242,,,104722
123,550092,1,2015-11-12,1950,RESIDENT,,102242,,,104722
124,550094,1,2015-11-12,1950,RESIDENT,,102242,,,104722
125,550090,1,2015-11-12,1950,RESIDENT,,102242,,,104722
126,550088,1,2015-11-12,1950,RESIDENT,,102242,,,104722
127,550086,1,2015-11-12,1950,RESIDENT,,102242,,,104722
128,550084,1,2015-11-12,1950,RESIDENT,,102242,,,104722
129,550082,1,2015-11-12,1950,RESIDENT,,102242,,,104722
130,550080,1,2015-11-12,1950,RESIDENT,,102242,,,104722
131,550078,1,2015-11-12,1950,RESIDENT,,102242,,,104722
132,550076,1,2015-11-12,1950,RESIDENT,,102242,,,104722
133,550070,1,2015-11-12,1950,RESIDENT,,102242,,,104722
134,550068,1,2015-11-12,1950,RESIDENT,,102242,,,104722
135,550074,1,2015-11-12,1950,RESIDENT,,102242,,,104722
136,550072,1,2015-11-12,1950,RESIDENT,,102242,,,104722
137,550056,1,2015-11-12,1950,RESIDENT,,102242,,,104722
138,550025,1,2015-11-12,1950,RESIDENT,,102242,,,104722
139,550011,1,2015-11-12,1950,RESIDENT,,102242,,,104722
140,549992,1,2015-11-12,1950,RESIDENT,,102242,,,104722
141,550005,1,2015-11-12,1950,RESIDENT,,102242,,,104722
142,550433,1,2015-11-12,1950,RESIDENT,,102242,,,104722
143,550431,1,2015-11-12,1950,RESIDENT,,102242,,,104722
144,550017,1,2015-11-12,1950,RESIDENT,,102242,,,104722
145,550015,1,2015-11-12,1950,RESIDENT,,102242,,,104722
146,550013,1,2015-11-12,1950,RESIDENT,,102242,,,104722
147,550009,1,2015-11-12,1950,RESIDENT,,102242,,,104722
148,550118,1,2015-11-12,1950,RESIDENT,,102242,,,104722
149,550116,1,2015-11-12,1950,RESIDENT,,102242,,,104722
150,550114,1,2015-11-12,1950,RESIDENT,,102242,,,104722
151,550112,1,2015-11-12,1950,RESIDENT,,102242,,,104722
152,550110,1,2015-11-12,1950,RESIDENT,,102242,,,104722
153,550108,1,2015-11-12,1950,RESIDENT,,102242,,,104722
154,550096,1,2015-11-12,1950,RESIDENT,,102242,,,104722
155,550100,1,2015-11-12,1950,RESIDENT,,102242,,,104722
156,550102,1,2015-11-12,1950,RESIDENT,,102242,,,104722
157,550104,1,2015-11-12,1950,RESIDENT,,102242,,,104722
158,550106,1,2015-11-12,1950,RESIDENT,,102242,,,104722
159,550098,1,2015-11-12,1950,RESIDENT,,102242,,,104722
160,550124,1,2015-11-12,1950,RESIDENT,,102242,,,104722
161,550007,1,2015-11-12,1950,RESIDENT,,102242,,,104722
162,550126,1,2015-11-12,1950,RESIDENT,,102242,,,104722
163,550128,1,2015-11-12,1950,RESIDENT,,102242,,,104722
164,550130,1,2015-11-12,1950,RESIDENT,,102242,,,104722
165,551276,1,2015-11-12,1950,RESIDENT,,102259,,,104767
166,551274,1,2015-11-12,1950,RESIDENT,,102259,,,104767
167,551433,1,2015-11-12,1950,RESIDENT,,102259,,,104767
168,551290,1,2015-11-12,1950,RESIDENT,,102259,,,104767
169,551229,1,2015-11-12,1950,RESIDENT,,102259,,,104767
170,551173,1,2015-11-12,1950,RESIDENT,,102259,,,104767
171,551284,1,2015-11-12,1950,RESIDENT,,102259,,,104767
194,729759,1,2015-12-14,1502,RESIDENT,,102275,,,104804
195,729757,1,2015-12-14,1502,RESIDENT,,102275,,,104804
196,729892,1,2015-12-14,1502,RESIDENT,,102275,,,104804
197,729891,1,2015-12-14,1502,RESIDENT,,102275,,,104804
198,729890,1,2015-12-14,1502,RESIDENT,,102275,,,104804
199,729889,1,2015-12-14,1502,RESIDENT,,102275,,,104804
226,552562,1,2015-11-12,1950,RESIDENT,,102275,,,104804
227,552564,1,2015-11-12,1950,RESIDENT,,102275,,,104804
228,552566,1,2015-11-12,1950,RESIDENT,,102275,,,104804
229,552569,1,2015-11-12,1950,RESIDENT,,102275,,,104804
230,552571,1,2015-11-12,1950,RESIDENT,,102275,,,104804
231,552573,1,2015-11-12,1950,RESIDENT,,102275,,,104804
232,552575,1,2015-11-12,1950,RESIDENT,,102275,,,104804
233,552577,1,2015-11-12,1950,RESIDENT,,102275,,,104804
234,552578,1,2015-11-12,1950,RESIDENT,,102275,,,104804
235,552584,1,2015-11-12,1950,RESIDENT,,102275,,,104804
236,552586,1,2015-11-12,1950,RESIDENT,,102275,,,104804
237,552588,1,2015-11-12,1950,RESIDENT,,102275,,,104804
238,552590,1,2015-11-12,1950,RESIDENT,,102275,,,104804
239,552593,1,2015-11-12,1950,RESIDENT,,102275,,,104804
240,552595,1,2015-11-12,1950,RESIDENT,,102275,,,104804
241,552913,1,2015-11-12,1950,RESIDENT,,102275,,,104804
242,552909,1,2015-11-12,1950,RESIDENT,,102275,,,104804
243,552911,1,2015-11-12,1950,RESIDENT,,102275,,,104804
244,552915,1,2015-11-12,1950,RESIDENT,,102275,,,104804
248,552917,1,2015-11-12,1950,RESIDENT,,102275,,,104804
249,552919,1,2015-11-12,1950,RESIDENT,,102275,,,104804
250,552921,1,2015-11-12,1950,RESIDENT,,102275,,,104804
251,552923,1,2015-11-12,1950,RESIDENT,,102275,,,104804
252,552925,1,2015-11-12,1950,RESIDENT,,102275,,,104804
254,552506,1,2015-11-12,1950,RESIDENT,,102275,,,104804
269,552334,1,2015-11-12,1950,RESIDENT,,102275,,,104804
278,552556,1,2015-11-12,1950,RESIDENT,,102275,,,104804
279,552558,1,2015-11-12,1950,RESIDENT,,102275,,,104804
280,552560,1,2015-11-12,1950,RESIDENT,,102275,,,104804
281,552139,1,2015-11-12,1950,RESIDENT,,102275,,,104804
282,552122,1,2015-11-12,1950,RESIDENT,,102275,,,104804
283,552045,1,2015-11-12,1950,RESIDENT,,102275,,,104804
284,552005,1,2015-11-12,1950,RESIDENT,,102275,,,104804
285,552001,1,2015-11-12,1950,RESIDENT,,102275,,,104804
286,551994,1,2015-11-12,1950,RESIDENT,,102275,,,104804
287,552554,1,2015-11-12,1950,RESIDENT,,102275,,,104804
288,935784,1,2016-03-23,1502,RESIDENT,,102275,,,104804
308,755907,1,2015-12-29,1502,RESIDENT,,102275,,,104804
309,552552,1,2015-11-12,1950,RESIDENT,,102275,,,104804
310,552550,1,2015-11-12,1950,RESIDENT,,102275,,,104804
311,552548,1,2015-11-12,1950,RESIDENT,,102275,,,104804
312,552534,1,2015-11-12,1950,RESIDENT,,102275,,,104804
313,552532,1,2015-11-12,1950,RESIDENT,,102275,,,104804
314,552530,1,2015-11-12,1950,RESIDENT,,102275,,,104804
315,552528,1,2015-11-12,1950,RESIDENT,,102275,,,104804
316,552520,1,2015-11-12,1950,RESIDENT,,102275,,,104804
317,552514,1,2015-11-12,1950,RESIDENT,,102275,,,104804
318,552512,1,2015-11-12,1950,RESIDENT,,102275,,,104804
319,552510,1,2015-11-12,1950,RESIDENT,,102275,,,104804
320,552502,1,2015-11-12,1950,RESIDENT,,102275,,,104804
321,552498,1,2015-11-12,1950,RESIDENT,,102275,,,104804
322,552496,1,2015-11-12,1950,RESIDENT,,102275,,,104804
323,552494,1,2015-11-12,1950,RESIDENT,,102275,,,104804
324,552461,1,2015-11-12,1950,RESIDENT,,102275,,,104804
325,552455,1,2015-11-12,1950,RESIDENT,,102275,,,104804
326,552453,1,2015-11-12,1950,RESIDENT,,102275,,,104804
327,552457,1,2015-11-12,1950,RESIDENT,,102275,,,104804
328,552443,1,2015-11-12,1950,RESIDENT,,102275,,,104804
329,552370,1,2015-11-12,1950,RESIDENT,,102275,,,104804
330,552368,1,2015-11-12,1950,RESIDENT,,102275,,,104804
331,552383,1,2015-11-12,1950,RESIDENT,,102275,,,104804
332,552349,1,2015-11-12,1950,RESIDENT,,102275,,,104804
333,552341,1,2015-11-12,1950,RESIDENT,,102275,,,104804
334,552337,1,2015-11-12,1950,RESIDENT,,102275,,,104804
335,552169,1,2015-11-12,1950,RESIDENT,,102275,,,104804
336,552141,1,2015-11-12,1950,RESIDENT,,102275,,,104804
337,729972,1,2015-12-14,1502,RESIDENT,,102275,,,104804
338,729971,1,2015-12-14,1502,RESIDENT,,102275,,,104804
339,729970,1,2015-12-14,1502,RESIDENT,,102275,,,104804
341,729904,1,2015-12-14,1502,RESIDENT,,102275,,,104804
342,729903,1,2015-12-14,1502,RESIDENT,,102275,,,104804
343,729900,1,2015-12-14,1502,RESIDENT,,102275,,,104804
344,729898,1,2015-12-14,1502,RESIDENT,,102275,,,104804
345,729897,1,2015-12-14,1502,RESIDENT,,102275,,,104804
346,729894,1,2015-12-14,1502,RESIDENT,,102275,,,104804
347,729893,1,2015-12-14,1502,RESIDENT,,102275,,,104804
348,729814,1,2015-12-14,1502,RESIDENT,,102275,,,104804
349,729796,1,2015-12-14,1502,RESIDENT,,102275,,,104804
350,729794,1,2015-12-14,1502,RESIDENT,,102275,,,104804
351,729791,1,2015-12-14,1502,RESIDENT,,102275,,,104804
352,729789,1,2015-12-14,1502,RESIDENT,,102275,,,104804
353,729787,1,2015-12-14,1502,RESIDENT,,102275,,,104804
354,729785,1,2015-12-14,1502,RESIDENT,,102275,,,104804
355,729784,1,2015-12-14,1502,RESIDENT,,102275,,,104804
356,729782,1,2015-12-14,1502,RESIDENT,,102275,,,104804
357,729779,1,2015-12-14,1502,RESIDENT,,102275,,,104804
358,729775,1,2015-12-14,1502,RESIDENT,,102275,,,104804
359,729773,1,2015-12-14,1502,RESIDENT,,102275,,,104804
360,729771,1,2015-12-14,1502,RESIDENT,,102275,,,104804
361,729769,1,2015-12-14,1502,RESIDENT,,102275,,,104804
362,729766,1,2015-12-14,1502,RESIDENT,,102275,,,104804
363,729763,1,2015-12-14,1502,RESIDENT,,102275,,,104804
364,729761,1,2015-12-14,1502,RESIDENT,,102275,,,104804
365,755906,1,2015-12-29,1502,RESIDENT,,102275,,,104804
366,755892,1,2015-12-29,1502,RESIDENT,,102275,,,104804
367,730048,1,2015-12-14,1502,RESIDENT,,102275,,,104804
368,730047,1,2015-12-14,1502,RESIDENT,,102275,,,104804
369,730045,1,2015-12-14,1502,RESIDENT,,102275,,,104804
370,730044,1,2015-12-14,1502,RESIDENT,,102275,,,104804
371,730043,1,2015-12-14,1502,RESIDENT,,102275,,,104804
372,730042,1,2015-12-14,1502,RESIDENT,,102275,,,104804
373,730041,1,2015-12-14,1502,RESIDENT,,102275,,,104804
374,730040,1,2015-12-14,1502,RESIDENT,,102275,,,104804
375,730032,1,2015-12-14,1502,RESIDENT,,102275,,,104804
376,730030,1,2015-12-14,1502,RESIDENT,,102275,,,104804
377,730027,1,2015-12-14,1502,RESIDENT,,102275,,,104804
378,730025,1,2015-12-14,1502,RESIDENT,,102275,,,104804
379,730003,1,2015-12-14,1502,RESIDENT,,102275,,,104804
380,730002,1,2015-12-14,1502,RESIDENT,,102275,,,104804
381,730001,1,2015-12-14,1502,RESIDENT,,102275,,,104804
382,730000,1,2015-12-14,1502,RESIDENT,,102275,,,104804
383,729998,1,2015-12-14,1502,RESIDENT,,102275,,,104804
384,729984,1,2015-12-14,1502,RESIDENT,,102275,,,104804
385,729997,1,2015-12-14,1502,RESIDENT,,102275,,,104804
386,729996,1,2015-12-14,1502,RESIDENT,,102275,,,104804
387,729995,1,2015-12-14,1502,RESIDENT,,102275,,,104804
388,729992,1,2015-12-14,1502,RESIDENT,,102275,,,104804
389,729989,1,2015-12-14,1502,RESIDENT,,102275,,,104804
390,729988,1,2015-12-14,1502,RESIDENT,,102275,,,104804
391,729986,1,2015-12-14,1502,RESIDENT,,102275,,,104804
393,552978,1,2015-11-12,1950,RESIDENT,,102275,,,104804
394,552976,1,2015-11-12,1950,RESIDENT,,102275,,,104804
395,552974,1,2015-11-12,1950,RESIDENT,,102275,,,104804
396,552972,1,2015-11-12,1950,RESIDENT,,102275,,,104804
397,552970,1,2015-11-12,1950,RESIDENT,,102275,,,104804
398,552966,1,2015-11-12,1950,RESIDENT,,102275,,,104804
399,552958,1,2015-11-12,1950,RESIDENT,,102275,,,104804
400,552952,1,2015-11-12,1950,RESIDENT,,102275,,,104804
401,552950,1,2015-11-12,1950,RESIDENT,,102275,,,104804
402,552948,1,2015-11-12,1950,RESIDENT,,102275,,,104804
403,552942,1,2015-11-12,1950,RESIDENT,,102275,,,104804
404,552940,1,2015-11-12,1950,RESIDENT,,102275,,,104804
405,552938,1,2015-11-12,1950,RESIDENT,,102275,,,104804
406,552936,1,2015-11-12,1950,RESIDENT,,102275,,,104804
407,552934,1,2015-11-12,1950,RESIDENT,,102275,,,104804
408,552932,1,2015-11-12,1950,RESIDENT,,102275,,,104804
409,552928,1,2015-11-12,1950,RESIDENT,,102275,,,104804
410,552332,1,2015-11-12,1950,RESIDENT,,102275,,,104804
411,552448,1,2015-11-12,1950,RESIDENT,,102275,,,104804
412,552982,1,2015-11-12,1950,RESIDENT,,102275,,,104804
413,552546,1,2015-11-12,1950,RESIDENT,,102275,,,104804
414,552544,1,2015-11-12,1950,RESIDENT,,102275,,,104804
415,552542,1,2015-11-12,1950,RESIDENT,,102275,,,104804
416,552500,1,2015-11-12,1950,RESIDENT,,102275,,,104804
417,552345,1,2015-11-12,1950,RESIDENT,,102275,,,104804
418,552438,1,2015-11-12,1950,RESIDENT,,102275,,,104804
419,552391,1,2015-11-12,1950,RESIDENT,,102275,,,104804
420,552381,1,2015-11-12,1950,RESIDENT,,102275,,,104804
421,552379,1,2015-11-12,1950,RESIDENT,,102275,,,104804
422,552377,1,2015-11-12,1950,RESIDENT,,102275,,,104804
423,552166,1,2015-11-12,1950,RESIDENT,,102275,,,104804
424,552149,1,2015-11-12,1950,RESIDENT,,102275,,,104804
425,552120,1,2015-11-12,1950,RESIDENT,,102275,,,104804
426,552116,1,2015-11-12,1950,RESIDENT,,102275,,,104804
427,552033,1,2015-11-12,1950,RESIDENT,,102275,,,104804
428,552009,1,2015-11-12,1950,RESIDENT,,102275,,,104804
429,552991,1,2015-11-12,1950,RESIDENT,,102275,,,104804
430,552980,1,2015-11-12,1950,RESIDENT,,102275,,,104804
431,552127,1,2015-11-12,1950,RESIDENT,,102275,,,104804
432,552189,1,2015-11-12,1950,RESIDENT,,102275,,,104804
433,552128,1,2015-11-12,1950,RESIDENT,,102275,,,104804
434,552135,1,2015-11-12,1950,RESIDENT,,102275,,,104804
435,552003,1,2015-11-12,1950,RESIDENT,,102275,,,104804
436,552011,1,2015-11-12,1950,RESIDENT,,102275,,,104804
437,552000,1,2015-11-12,1950,RESIDENT,,102275,,,104804
438,552173,1,2015-11-12,1950,RESIDENT,,102275,,,104804
439,552171,1,2015-11-12,1950,RESIDENT,,102275,,,104804
440,552015,1,2015-11-12,1950,RESIDENT,,102275,,,104804
441,552179,1,2015-11-12,1950,RESIDENT,,102275,,,104804
442,552187,1,2015-11-12,1950,RESIDENT,,102275,,,104804
443,552021,1,2015-11-12,1950,RESIDENT,,102275,,,104804
444,552023,1,2015-11-12,1950,RESIDENT,,102275,,,104804
445,552025,1,2015-11-12,1950,RESIDENT,,102275,,,104804
446,552374,1,2015-11-12,1950,RESIDENT,,102275,,,104804
447,551998,1,2015-11-12,1950,RESIDENT,,102275,,,104804
448,552445,1,2015-11-12,1950,RESIDENT,,102275,,,104804
449,551996,1,2015-11-12,1950,RESIDENT,,102275,,,104804
450,552107,1,2015-11-12,1950,RESIDENT,,102275,,,104804
451,552446,1,2015-11-12,1950,RESIDENT,,102275,,,104804
452,552007,1,2015-11-12,1950,RESIDENT,,102275,,,104804
453,552920,1,2015-11-12,1950,RESIDENT,,102290,,,104821
454,552922,1,2015-11-12,1950,RESIDENT,,102290,,,104821
455,552927,1,2015-11-12,1950,RESIDENT,,102290,,,104821
456,552949,1,2015-11-12,1950,RESIDENT,,102290,,,104821
457,552947,1,2015-11-12,1950,RESIDENT,,102290,,,104821
458,552706,1,2015-11-12,1950,RESIDENT,,102290,,,104821
459,552704,1,2015-11-12,1950,RESIDENT,,102290,,,104821
460,552933,1,2015-11-12,1950,RESIDENT,,102290,,,104821
461,552929,1,2015-11-12,1950,RESIDENT,,102290,,,104821
462,550277,1,2015-11-12,1950,RESIDENT,,102167,,,104696
463,550274,1,2015-11-12,1950,RESIDENT,,102167,,,104696
464,550273,1,2015-11-12,1950,RESIDENT,,102167,,,104696
465,550263,1,2015-11-12,1950,RESIDENT,,102167,,,104696
466,550265,1,2015-11-12,1950,RESIDENT,,102167,,,104696
467,728713,1,2015-12-13,1502,RESIDENT,,102167,,,104696
468,728721,1,2015-12-13,1502,RESIDENT,,102167,,,104696
469,550267,1,2015-11-12,1950,RESIDENT,,102167,,,104696
470,550269,1,2015-11-12,1950,RESIDENT,,102167,,,104696
471,550271,1,2015-11-12,1950,RESIDENT,,102167,,,104696
472,550278,1,2015-11-12,1950,RESIDENT,,102167,,,104696
473,550257,1,2015-11-12,1950,RESIDENT,,102167,,,104696
474,550248,1,2015-11-12,1950,RESIDENT,,102167,,,104696
475,550254,1,2015-11-12,1950,RESIDENT,,102167,,,104696
476,550250,1,2015-11-12,1950,RESIDENT,,102167,,,104696
477,550253,1,2015-11-12,1950,RESIDENT,,102167,,,104696
478,550260,1,2015-11-12,1950,RESIDENT,,102167,,,104696
479,550259,1,2015-11-12,1950,RESIDENT,,102167,,,104696
480,550243,1,2015-11-12,1950,RESIDENT,,102167,,,104696
481,550241,1,2015-11-12,1950,RESIDENT,,102167,,,104696
482,550239,1,2015-11-12,1950,RESIDENT,,102167,,,104696
483,550236,1,2015-11-12,1950,RESIDENT,,102167,,,104696
484,550246,1,2015-11-12,1950,RESIDENT,,102167,,,104696
485,550325,1,2015-11-12,1950,RESIDENT,,102167,,,104696
487,550321,1,2015-11-12,1950,RESIDENT,,102167,,,104696
488,550319,1,2015-11-12,1950,RESIDENT,,102167,,,104696
489,550337,1,2015-11-12,1950,RESIDENT,,102167,,,104696
490,550345,1,2015-11-12,1950,RESIDENT,,102167,,,104696
491,550341,1,2015-11-12,1950,RESIDENT,,102167,,,104696
492,550343,1,2015-11-12,1950,RESIDENT,,102167,,,104696
493,550292,1,2015-11-12,1950,RESIDENT,,102167,,,104696
494,550290,1,2015-11-12,1950,RESIDENT,,102167,,,104696
495,550288,1,2015-11-12,1950,RESIDENT,,102167,,,104696
496,550286,1,2015-11-12,1950,RESIDENT,,102167,,,104696
497,550315,1,2015-11-12,1950,RESIDENT,,102167,,,104696
498,550312,1,2015-11-12,1950,RESIDENT,,102167,,,104696
499,550302,1,2015-11-12,1950,RESIDENT,,102167,,,104696
500,550299,1,2015-11-12,1950,RESIDENT,,102167,,,104696
501,550309,1,2015-11-12,1950,RESIDENT,,102167,,,104696
502,550306,1,2015-11-12,1950,RESIDENT,,102167,,,104696
503,550305,1,2015-11-12,1950,RESIDENT,,102167,,,104696
504,550301,1,2015-11-12,1950,RESIDENT,,102167,,,104696
505,550310,1,2015-11-12,1950,RESIDENT,,102167,,,104696
506,550284,1,2015-11-12,1950,RESIDENT,,102167,,,104696
507,550282,1,2015-11-12,1950,RESIDENT,,102167,,,104696
508,550281,1,2015-11-12,1950,RESIDENT,,102167,,,104696
509,550193,1,2015-11-12,1950,RESIDENT,,102167,,,104696
510,550191,1,2015-11-12,1950,RESIDENT,,102167,,,104696
511,550189,1,2015-11-12,1950,RESIDENT,,102167,,,104696
512,550182,1,2015-11-12,1950,RESIDENT,,102167,,,104696
513,550180,1,2015-11-12,1950,RESIDENT,,102167,,,104696
514,550178,1,2015-11-12,1950,RESIDENT,,102167,,,104696
515,550176,1,2015-11-12,1950,RESIDENT,,102167,,,104696
516,550174,1,2015-11-12,1950,RESIDENT,,102167,,,104696
